First occurrence t = 30.000000 with q = 0.751438
Centers of the clusters:
4088.313436, -4619.909371, -5609.665886
5217.475521, 4859.459149, -11696.792847
11261.221547, -11197.515657, -10599.575084
4014.836948, -3281.697354, 4152.213608
11370.323603, 11541.890470, -690.287710
-6252.045967, -4988.902570, 4735.623057
2947.638342, 11994.054367, -5200.494414
-3291.227176, 3577.999722, 3608.161753
3605.483528, 3604.416677, -2310.139548
-11498.064906, 2512.473509, 6077.171438
11817.161221, 3999.697734, -7646.160706
-11019.277815, 4144.967861, -3042.917017
-11658.330865, -4155.796084, -3868.455261
11769.269130, 2257.721496, 10390.432419
-2144.199085, 11760.588252, -11180.201190
3289.576524, 2554.006746, 10130.035507
9759.879848, -12147.301219, 8113.809646
-1664.852031, -2919.923303, -12063.191914
1858.051476, -10935.471848, -10927.126308
-10593.008774, 10374.872640, -11187.808639
-292.610636, -8622.126863, 11494.641948
10974.600334, 4221.264662, 2418.500702
-10677.976023, 10612.263568, 9689.942062
-11202.118904, -4214.368677, 10825.976349
10201.431219, -3263.787854, -11002.761181
10560.433952, 11521.419559, -10317.829800
223.733139, -11479.207978, 4005.347332
11819.934345, -4989.110702, -282.614871
-3805.509831, -3238.284072, -3110.318213
-10466.131278, -210.189535, -11194.165704
-3549.217339, 4283.851964, -7170.496647
7797.307642, -12107.159752, -2138.577876
-4016.286513, 11254.675332, 1557.716872
-9750.980830, -11569.681921, 10171.327207
-11130.452361, -10931.215126, 1319.078585
-1097.835993, 11093.550461, 10845.212194
-10318.652685, -10714.359415, -10532.697677
-10735.543116, 11514.531982, -1997.843275
4020.546199, 10522.494674, 3883.421052
-3577.705420, -11779.090680, -4480.048214
10055.207826, 11037.688524, 10525.978382
10494.108596, -6026.296783, 11281.600826
-5647.158951, 2399.222965, 12233.107969
